saleid,parcelid,parcel_level_latitude,parcel_level_longitude
101020.0,1,33.1214,-87.2579
101025.0,1,32.9361,-87.0166
101027.0,1,33.0711,-87.2471
101029.0,1,33.0724,-87.1864
101030.0,1,32.9258,-87.025
101033.0,1,33.0712,-86.9536
101037.0,1,33.136,-87.1969
101038.0,1,33.0416,-87.1071
101039.0,1,32.843,-86.9867
101044.0,1,33.1288,-87.2018
101048.0,1,33.1274,-87.226
101050.0,1,33.003,-87.236
101053.0,1,33.1288,-87.1965
101054.0,1,32.9984,-87.0677
101057.0,1,32.9046,-86.8867
101059.0,1,33.1053,-87.1464
101060.0,1,33.0023,-87.2731
101064.0,1,33.0478,-87.2418
101066.0,1,32.9773,-87.2611
101067.0,1,32.9627,-87.2613
101068.0,1,33.0329,-87.1213
101070.0,1,33.1678,-87.0453
101071.0,1,32.916,-87.0446
101073.0,1,32.8447,-86.9913
101075.0,1,32.9185,-87.0384
101080.0,1,33.0246,-87.0588
101082.0,1,32.977,-86.9731
101092.0,1,32.8654,-86.9437
101093.0,1,32.9821,-86.9299
101094.0,1,33.002,-87.076
101100.0,1,33.1213,-87.1054
101101.0,1,33.0197,-87.3033
101103.0,1,32.8738,-87.2585
101104.0,1,32.9938,-87.0685
101184.0,1,33.9042,-86.6673
101188.0,1,33.8896,-86.6359
101190.0,1,34.0049,-86.3489
101191.0,1,33.9523,-86.3729
101194.0,1,33.8725,-86.6495
101201.0,1,33.8468,-86.7553
101202.0,1,33.9519,-86.5933
101204.0,1,34.117,-86.6048
101205.0,1,34.1934,-86.522
101208.0,1,33.8426,-86.804
101210.0,1,34.0273,-86.6853
101211.0,1,33.9465,-86.7088
101212.0,1,34.1332,-86.5091
101215.0,1,34.1593,-86.3964
101222.0,1,33.8754,-86.8932
101227.0,1,34.0442,-86.4212
101228.0,1,34.0811,-86.3466
101231.0,1,34.0124,-86.6682
101234.0,1,33.99,-86.6553
101235.0,1,33.9794,-86.6682
101236.0,1,34.1538,-86.3866
101237.0,1,33.9407,-86.7471
101241.0,1,33.8446,-86.6675
101242.0,1,34.0915,-86.4688
101243.0,1,33.9411,-86.7394
101245.0,1,33.8533,-86.7673
101248.0,1,34.061,-86.6583
101251.0,1,34.1709,-86.3988
101256.0,1,34.1233,-86.5623
101259.0,1,34.0107,-86.7288
101263.0,1,34.099,-86.5486
101266.0,1,34.05,-86.5197
101267.0,1,33.9873,-86.6313
101270.0,1,33.9418,-86.8373
101271.0,1,34.1533,-86.4947
101272.0,1,33.9031,-86.6581
101277.0,1,34.0397,-86.5568
101279.0,1,33.8046,-86.5754
101280.0,1,33.8566,-86.9385
101281.0,1,34.0542,-86.5081
101285.0,1,33.8544,-86.6054
101287.0,1,33.9817,-86.6979
101288.0,1,34.0307,-86.6764
101289.0,1,34.1785,-86.4612
101290.0,1,34.1132,-86.5229
101291.0,1,34.1358,-86.382
101294.0,1,33.9442,-86.7293
101295.0,1,33.9658,-86.7077
101298.0,1,33.8518,-86.9295
101300.0,1,33.9594,-86.7734
101302.0,1,33.9646,-86.5708
101303.0,1,33.9416,-86.7283
101305.0,1,33.8842,-86.8422
101308.0,1,34.0121,-86.6525
101310.0,1,33.8373,-86.6953
101311.0,1,34.0365,-86.4777
101312.0,1,33.9434,-86.6198
101313.0,1,33.8743,-86.817
101314.0,1,33.9315,-86.7547
101317.0,1,33.8783,-86.7162
101318.0,1,34.2395,-86.5031
101321.0,1,34.0763,-86.4176
101324.0,1,33.8816,-86.4406
101325.0,1,34.078,-86.6496
101326.0,1,33.8473,-86.816
101327.0,1,33.9934,-86.6292
101328.0,1,34.074,-86.4003
101331.0,1,33.8183,-86.5822
101332.0,1,33.9803,-86.5303
101334.0,1,33.8753,-86.9082
101335.0,1,33.9539,-86.6937
101336.0,1,34.0657,-86.6831
101338.0,1,34.0263,-86.6239
101339.0,1,34.0362,-86.4598
101341.0,1,34.1746,-86.4577
101342.0,1,33.946,-86.7729
101347.0,1,34.0294,-86.5414
101349.0,1,33.9059,-86.8375
101354.0,1,33.908,-86.7
101355.0,1,34.2176,-86.5375
101356.0,1,33.9397,-86.7338
101357.0,1,33.8188,-86.6876
101359.0,1,33.9091,-86.3522
101360.0,1,33.8506,-86.4389
101361.0,1,33.9052,-86.5883
101365.0,1,34.0329,-86.3433
101367.0,1,34.1428,-86.5436
101369.0,1,33.9113,-86.7563
101370.0,1,33.9277,-86.6441
101371.0,1,33.8616,-86.4614
101375.0,1,33.9739,-86.6939
101376.0,1,33.8774,-86.7023
101379.0,1,33.8889,-86.7512
101380.0,1,33.8045,-86.689
101382.0,1,33.9317,-86.368
101383.0,1,34.1833,-86.3887
101387.0,1,33.8334,-86.6326
101390.0,1,33.846,-86.6072
101399.0,1,32.0421,-85.8359
101400.0,1,32.0264,-85.8722
101401.0,1,32.0071,-85.5852
101403.0,1,32.0053,-85.6706
101529.0,1,31.5714,-86.8335
101534.0,1,31.667,-86.7425
101537.0,1,31.789,-86.525
101538.0,1,31.8739,-86.5678
101542.0,1,31.8021,-86.8621
101543.0,1,31.9135,-86.5881
101544.0,1,31.8985,-86.7848
101556.0,1,31.8633,-86.7049
101557.0,1,31.657,-86.8413
101558.0,1,31.6602,-86.6806
101559.0,1,31.7702,-86.8351
101561.0,1,31.7273,-86.4865
101562.0,1,31.8797,-86.5572
101563.0,1,31.733,-86.4521
101564.0,1,31.8608,-86.5266
101565.0,1,31.8589,-86.5252
101567.0,1,31.551,-86.7852
101568.0,1,31.7512,-86.669
101569.0,1,31.7631,-86.4571
101575.0,1,31.5954,-86.5041
101578.0,1,31.5521,-86.5845
101581.0,1,31.6249,-86.5217
101583.0,1,31.6826,-86.505
101586.0,1,31.5445,-86.7075
101587.0,1,31.618,-86.5286
101589.0,1,31.9175,-86.5951
101590.0,1,31.9406,-86.8768
101592.0,1,31.9437,-86.592
101593.0,1,31.8108,-86.7822
101595.0,1,31.9065,-86.868
101596.0,1,31.7263,-86.8395
101598.0,1,31.5536,-86.7526
101601.0,1,31.7479,-86.5341
101603.0,1,31.9511,-86.5061
101604.0,1,31.7291,-86.7049
101607.0,1,31.7908,-86.8766
101608.0,1,31.7796,-86.8777
101612.0,1,31.5303,-86.5101
101613.0,1,31.7746,-86.8809
101614.0,1,31.9068,-86.6044
101615.0,1,31.666,-86.7319
101620.0,1,32.8994,-85.3297
101621.0,1,32.9248,-85.3214
101622.0,1,33.0871,-85.2435
101624.0,1,32.7601,-85.4194
101625.0,1,33.0431,-85.4876
101626.0,1,32.804,-85.5482
101627.0,1,32.9499,-85.518
101629.0,1,32.9087,-85.4842
101630.0,1,32.9161,-85.4874
101631.0,1,32.9406,-85.5808
101632.0,1,33.0893,-85.2637
101633.0,1,33.0881,-85.2613
101634.0,1,33.0906,-85.2972
101635.0,1,33.1008,-85.2962
101636.0,1,33.0797,-85.2592
101637.0,1,33.0756,-85.2597
101638.0,1,32.961,-85.5403
101639.0,1,32.966,-85.5433
101642.0,1,32.9095,-85.5611
101645.0,1,32.9844,-85.321
101646.0,1,33.0679,-85.3527
101648.0,1,32.8783,-85.4856
101650.0,1,32.9082,-85.3303
101658.0,1,33.1074,-85.5138
101659.0,1,32.8124,-85.3676
101660.0,1,32.7649,-85.5288
101662.0,1,32.8297,-85.4839
101664.0,1,32.7994,-85.5013
101665.0,1,33.0671,-85.4616
101667.0,1,32.9171,-85.5355
101668.0,1,32.7343,-85.5661
101670.0,1,32.9388,-85.3417
101671.0,1,33.0033,-85.336
101673.0,1,33.0629,-85.4393
101674.0,1,32.9028,-85.3889
101675.0,1,33.1058,-85.3019
101676.0,1,33.0672,-85.4767
101677.0,1,33.0534,-85.5217
101678.0,1,33.0395,-85.3017
101680.0,1,32.8435,-85.5786
101681.0,1,32.95,-85.2353
101682.0,1,33.0818,-85.4546
101684.0,1,32.8869,-85.5907
101685.0,1,32.9614,-85.4614
101686.0,1,32.7713,-85.4996
101687.0,1,32.7321,-85.5859
101688.0,1,33.0812,-85.4312
101689.0,1,32.787,-85.4544
101690.0,1,33.0853,-85.434
101691.0,1,32.9591,-85.3026
101693.0,1,32.8589,-85.5569
101694.0,1,33.081,-85.5694
101695.0,1,32.9664,-85.343
101696.0,1,33.0814,-85.427
101698.0,1,33.0628,-85.5286
101699.0,1,32.9947,-85.3744
101700.0,1,32.8777,-85.4176
101701.0,1,33.0726,-85.2415
101702.0,1,33.046,-85.2422
101704.0,1,33.1045,-85.4826
101705.0,1,32.9832,-85.5323
101706.0,1,32.9743,-85.4807
101707.0,1,32.8832,-85.4704
101708.0,1,32.9294,-85.4765
101709.0,1,32.9884,-85.3472
101711.0,1,33.0744,-85.4529
101714.0,1,33.052,-85.3959
101716.0,1,32.7668,-85.4002
101717.0,1,32.9149,-85.5172
101719.0,1,32.9674,-85.2523
101720.0,1,33.095,-85.2454
101721.0,1,33.0516,-85.5365
101724.0,1,32.9662,-85.3371
101726.0,1,33.0292,-85.5879
101728.0,1,32.741,-85.4928
101740.0,1,32.914,-86.5815
101744.0,1,32.9871,-86.6625
101747.0,1,32.7682,-86.7997
101748.0,1,32.7551,-86.5989
101749.0,1,32.8184,-86.7458
101752.0,1,33.024,-86.6448
101753.0,1,32.9998,-86.6435
101755.0,1,32.9908,-86.7061
101758.0,1,32.6777,-86.9523
101759.0,1,32.9245,-86.5336
101762.0,1,32.9882,-86.6427
101763.0,1,32.9297,-86.5271
101766.0,1,33.0204,-86.5966
101767.0,1,33.0176,-86.5598
101768.0,1,32.7239,-86.5248
101772.0,1,32.7484,-86.6224
101775.0,1,33.1673,-85.9558
101776.0,1,33.4442,-85.6642
101777.0,1,33.2019,-85.9892
101778.0,1,33.145,-85.7814
101782.0,1,33.4885,-85.6809
101783.0,1,33.2036,-85.9779
101789.0,1,33.1867,-85.9161
101790.0,1,33.1837,-85.8335
101791.0,1,33.3629,-85.7477
101796.0,1,33.1734,-85.911
101797.0,1,33.1971,-85.6946
101798.0,1,33.1768,-85.9082
101800.0,1,33.1134,-85.9501
101802.0,1,33.2108,-85.875
101805.0,1,33.1399,-85.8862
101812.0,1,33.4069,-85.6818
101815.0,1,33.3281,-85.7345
101816.0,1,33.3043,-85.8526
101817.0,1,33.126,-85.9191
101819.0,1,33.2017,-85.8191
101824.0,1,33.2937,-85.9094
101825.0,1,33.2424,-85.7321
101826.0,1,33.2035,-85.9766
101828.0,1,33.4217,-85.678
101829.0,1,33.4246,-85.6771
101830.0,1,33.3942,-85.7254
101831.0,1,33.1616,-85.7311
101835.0,1,33.2612,-85.678
101837.0,1,33.3744,-85.8143
101840.0,1,33.2908,-85.7008
101844.0,1,33.1986,-85.9797
101846.0,1,33.223,-85.9625
101849.0,1,33.267,-85.6524
101851.0,1,33.2752,-85.6537
101853.0,1,33.1271,-85.7645
101855.0,1,33.2701,-85.7073
101858.0,1,33.3202,-85.6743
101861.0,1,33.3075,-85.6478
101865.0,1,33.3258,-85.8462
101868.0,1,33.3151,-85.6906
101871.0,1,33.4687,-85.6487
101877.0,1,33.2191,-85.7637
101878.0,1,33.3902,-85.7544
101881.0,1,33.2885,-85.9128
101883.0,1,33.442,-85.747
101884.0,1,33.3453,-85.701
101885.0,1,33.3078,-85.66
101888.0,1,33.2027,-85.9246
101889.0,1,33.1163,-85.7562
101890.0,1,33.2646,-85.657
101891.0,1,33.2934,-85.8728
101896.0,1,33.1967,-85.8766
101897.0,1,33.1201,-86.1516
101899.0,1,33.2089,-85.9934
101907.0,1,33.2934,-85.6747
101909.0,1,33.1245,-86.1588
101910.0,1,33.2145,-85.6513
101912.0,1,33.1159,-85.9514
101913.0,1,33.2161,-85.873
101915.0,1,33.3205,-85.6857
101916.0,1,33.3297,-85.7954
101919.0,1,33.2971,-85.864
101922.0,1,33.2268,-85.6896
101923.0,1,33.3568,-85.7648
101926.0,1,33.1637,-85.7556
101927.0,1,33.1825,-85.8425
101931.0,1,33.1979,-85.7921
101933.0,1,33.2274,-85.9052
101936.0,1,33.2371,-85.7362
101938.0,1,33.324,-85.7066
101939.0,1,33.2681,-85.7064
101940.0,1,33.1613,-85.9962
101943.0,1,33.1232,-86.1089
101944.0,1,33.4021,-85.7748
101947.0,1,33.4367,-85.6861
101949.0,1,33.1072,-85.9287
101950.0,1,33.1107,-85.8057
101951.0,1,33.205,-85.7723
101953.0,1,33.1495,-85.7719
101954.0,1,33.3223,-85.6856
101956.0,1,33.137,-85.799
101964.0,1,33.1549,-85.9179
101967.0,1,33.3782,-85.727
101968.0,1,33.1574,-85.8965
101969.0,1,33.173,-85.9342
101973.0,1,33.2293,-85.7489
101974.0,1,33.4274,-85.756
101975.0,1,33.2319,-85.6891
101976.0,1,33.3254,-85.8069
101977.0,1,33.4527,-85.744
101980.0,1,33.3466,-85.7812
101981.0,1,33.2021,-85.8599
101986.0,1,33.2981,-85.6958
101989.0,1,33.1321,-85.9215
101990.0,1,33.1348,-86.1131
101995.0,1,33.2605,-85.8125
101997.0,1,33.3006,-85.8051
102002.0,1,33.2232,-85.7933
102003.0,1,33.1086,-85.9021
102004.0,1,33.1226,-86.0574
102007.0,1,33.4024,-85.734
102011.0,1,33.2868,-85.7141
102015.0,1,33.18,-85.838
102016.0,1,33.2046,-85.7939
102017.0,1,33.4335,-85.6525
102021.0,1,33.2136,-85.7406
102022.0,1,33.1128,-85.8068
102023.0,1,33.2309,-85.9927
102025.0,1,33.2149,-85.7722
102028.0,1,33.1354,-86.1711
102030.0,1,33.1163,-85.8135
102034.0,1,33.1788,-85.6824
102038.0,1,33.4022,-85.7823
102039.0,1,33.3605,-85.6507
102044.0,1,33.231,-85.8975
102045.0,1,33.2275,-85.9107
102046.0,1,33.3006,-85.844
102049.0,1,33.1427,-85.7614
102050.0,1,33.1332,-85.8541
102052.0,1,33.1165,-85.8981
102054.0,1,33.2211,-85.8409
102056.0,1,33.2655,-85.6985
102058.0,1,33.3195,-85.6828
102062.0,1,33.3556,-85.6516
102064.0,1,33.1444,-85.8034
102066.0,1,33.1978,-85.7935
102067.0,1,33.1183,-85.9988
102068.0,1,33.2934,-85.8619
102069.0,1,33.195,-85.8421
102071.0,1,33.203,-85.7624
102072.0,1,33.1258,-86.056
102073.0,1,33.4048,-85.7386
102075.0,1,33.4922,-85.6479
102076.0,1,33.4023,-85.7087
102078.0,1,33.2287,-85.854
102080.0,1,33.1758,-85.7857
102082.0,1,33.1097,-85.6856
102084.0,1,33.1198,-86.1082
102085.0,1,33.3216,-85.7705
102086.0,1,33.1326,-86.0521
102087.0,1,33.4078,-85.7517
102088.0,1,33.4199,-85.7642
102089.0,1,33.224,-85.8455
102090.0,1,33.2089,-85.6727
102092.0,1,33.1431,-85.9851
102095.0,1,33.3095,-85.642
102096.0,1,33.3516,-85.6518
102097.0,1,33.2766,-85.9228
102098.0,1,33.1211,-85.9629
102102.0,1,33.2632,-85.7344
102104.0,1,33.4022,-85.7176
102106.0,1,33.2173,-85.8581
102108.0,1,33.1759,-85.7933
102144.0,1,33.5275,-85.5434
102145.0,1,33.8278,-85.4788
102146.0,1,33.6338,-85.4066
102147.0,1,33.6821,-85.471
102152.0,1,33.6151,-85.3419
102157.0,1,33.5227,-85.5304
102159.0,1,33.7243,-85.4228
102160.0,1,33.7528,-85.3875
102161.0,1,33.5978,-85.4711
102162.0,1,34.6108,-87.6066
102166.0,1,34.6293,-87.7811
102169.0,1,34.7521,-88.1147
102170.0,1,34.5845,-87.912
102172.0,1,34.6135,-87.9138
102175.0,1,34.6222,-87.5892
102178.0,1,34.8626,-88.0111
102187.0,1,34.772,-88.1085
102190.0,1,34.6495,-87.5177
102192.0,1,34.7054,-87.7978
102194.0,1,34.6136,-87.8423
102196.0,1,34.5684,-87.5263
102199.0,1,34.6546,-87.5878
102208.0,1,34.6432,-87.7942
102209.0,1,34.6661,-87.9851
102212.0,1,34.6998,-88.1197
102216.0,1,34.6028,-87.9726
102218.0,1,34.7374,-87.9298
102219.0,1,34.6853,-87.8489
102222.0,1,34.8329,-87.9976
102226.0,1,34.6594,-87.5516
102227.0,1,34.6842,-87.8645
102229.0,1,34.7568,-88.0436
102230.0,1,34.6511,-87.5836
102234.0,1,34.5768,-87.9541
102235.0,1,34.661,-87.534
102237.0,1,34.729,-87.9309
102239.0,1,34.865,-88.0125
102242.0,1,34.8705,-87.9744
102246.0,1,34.6177,-87.7732
102248.0,1,34.8489,-88.0518
102250.0,1,34.5947,-87.9427
102251.0,1,34.6653,-87.8145
102252.0,1,34.6024,-87.5626
102254.0,1,34.7337,-88.0106
102256.0,1,34.6091,-87.9952
102257.0,1,34.6357,-87.5797
102258.0,1,34.5781,-87.8458
102260.0,1,34.847,-87.991
102262.0,1,34.6479,-87.7876
102263.0,1,34.7208,-88.0899
102266.0,1,34.8749,-87.9691
102267.0,1,34.5975,-87.8693
102268.0,1,34.6313,-87.5912
102269.0,1,34.852,-88.0696
102270.0,1,34.6549,-87.6934
102272.0,1,34.5745,-87.8628
102274.0,1,34.8867,-88.0254
102275.0,1,34.7305,-87.8185
102276.0,1,34.6655,-87.9226
102285.0,1,31.3936,-87.2078
102286.0,1,31.2623,-87.1765
102288.0,1,31.483,-86.8907
102290.0,1,31.5038,-86.7486
102292.0,1,31.4275,-87.2338
102293.0,1,31.7512,-86.9098
102294.0,1,31.4649,-86.7847
102295.0,1,31.3226,-87.2153
102296.0,1,31.3898,-87.0881
102298.0,1,31.384,-87.0389
102299.0,1,31.3061,-87.1746
