saleid,parcelid,parcel_level_latitude,parcel_level_longitude
2203804.0,1,31.9855,-92.9761
2203805.0,1,31.9919,-93.019
2203806.0,1,31.9002,-92.9326
2203810.0,1,31.7911,-93.1844
2203812.0,1,31.9428,-92.9565
2203813.0,1,31.6967,-93.1764
2203817.0,1,31.7195,-93.3881
2203819.0,1,31.9157,-93.1223
2203822.0,1,31.6557,-93.2313
2203825.0,1,32.128,-93.1226
2203827.0,1,31.7272,-93.2069
2203829.0,1,31.7275,-93.4102
2203831.0,1,31.6242,-93.1886
2203837.0,1,32.0293,-93.0621
2203838.0,1,31.756,-93.4028
2203845.0,1,31.4484,-92.8996
2203855.0,1,31.7949,-93.186
2203856.0,1,31.8696,-93.3356
2203857.0,1,31.5593,-93.3022
2203859.0,1,31.7335,-93.2266
2203860.0,1,31.9306,-93.1331
2203863.0,1,31.9794,-92.902
2203866.0,1,31.5421,-93.2853
2203872.0,1,32.085,-93.0481
2203878.0,1,31.7848,-93.3493
2203885.0,1,31.7227,-93.2804
2203886.0,1,31.6324,-93.1508
2203901.0,1,32.3991,-92.2179
2203907.0,1,32.3807,-92.1771
2203909.0,1,32.5158,-92.3872
2203913.0,1,32.471,-92.3905
2203916.0,1,32.4059,-92.3918
2203918.0,1,32.574,-92.3833
2203921.0,1,32.4326,-92.3787
2203923.0,1,32.2996,-92.2199
2203924.0,1,32.6295,-92.1545
2203928.0,1,32.3553,-92.1656
2203934.0,1,32.4906,-92.317
2203935.0,1,32.4282,-92.3873
2203949.0,1,32.5165,-92.3961
2203952.0,1,32.5787,-92.3875
2203958.0,1,32.5312,-92.3906
2203968.0,1,32.4602,-92.3271
2203970.0,1,32.4902,-92.2933
2203979.0,1,32.4972,-92.3328
2203982.0,1,32.4209,-92.3874
2203988.0,1,32.6307,-92.1782
2203999.0,1,32.4388,-92.3387
2204003.0,1,32.442,-92.2907
2204004.0,1,32.4143,-92.3971
2204009.0,1,32.4801,-92.3498
2204010.0,1,32.6678,-91.9542
2204011.0,1,32.3729,-92.3707
2204018.0,1,32.4266,-92.3326
2204019.0,1,32.6454,-91.9956
2204021.0,1,32.4538,-92.3258
2204022.0,1,32.4174,-92.2978
2204032.0,1,32.4669,-92.3959
2204035.0,1,32.3891,-92.3455
2204041.0,1,32.4573,-92.3498
2204046.0,1,32.3992,-92.1689
2204053.0,1,32.4613,-92.4091
2204057.0,1,32.3996,-92.2461
2204076.0,1,32.6661,-92.0072
2204078.0,1,32.2984,-92.2734
2204081.0,1,32.4832,-92.2892
2204091.0,1,32.4357,-92.3827
2204112.0,1,32.5286,-92.3959
2204122.0,1,32.5031,-92.3876
2204124.0,1,32.4725,-92.3814
2204125.0,1,32.4028,-92.4047
2204130.0,1,32.4428,-92.3531
2204132.0,1,32.4839,-92.3356
2204147.0,1,32.6544,-92.0223
2204159.0,1,32.5549,-92.3162
2204161.0,1,32.425,-92.4046
2204168.0,1,32.3954,-92.2963
2204174.0,1,32.5039,-92.3553
2204176.0,1,32.4657,-92.2853
2204177.0,1,32.3327,-92.1814
2204182.0,1,32.3279,-92.2918
2204187.0,1,32.3252,-92.146
2204190.0,1,32.489,-92.3136
2204192.0,1,32.6587,-91.9279
2204194.0,1,32.534,-92.3971
2204195.0,1,32.3954,-92.3276
2204199.0,1,32.5809,-92.3715
2204201.0,1,32.4439,-92.3444
2204204.0,1,32.5169,-92.3879
2204206.0,1,32.4646,-92.353
2204214.0,1,32.6904,-92.0731
2204216.0,1,32.3924,-92.39
2204223.0,1,32.4122,-92.2935
2204227.0,1,32.6423,-91.9363
2204239.0,1,32.3983,-92.2518
2204246.0,1,32.516,-92.4007
2204251.0,1,32.4756,-92.3315
2204254.0,1,32.501,-92.4001
2204268.0,1,32.3772,-92.3488
2204287.0,1,32.5072,-92.4128
2204288.0,1,32.6387,-91.9893
2204289.0,1,32.6386,-91.9276
2204293.0,1,32.3956,-92.1455
2204294.0,1,32.4098,-92.318
2204299.0,1,32.5151,-92.3954
2204319.0,1,32.3628,-92.1898
2204322.0,1,32.544,-92.363
2204358.0,1,31.0265,-92.5419
2204363.0,1,31.0274,-92.7345
2204366.0,1,31.0768,-92.4643
2204368.0,1,31.0937,-92.6976
2204369.0,1,30.9605,-92.5698
2204373.0,1,31.2323,-92.5712
2204377.0,1,31.4041,-92.1971
2204385.0,1,31.0207,-92.7354
2204391.0,1,31.306,-92.6629
2204395.0,1,31.1107,-92.6812
2204408.0,1,31.3767,-92.7867
2204419.0,1,31.3751,-92.2213
2204421.0,1,31.1061,-92.711
2204425.0,1,31.4494,-92.2434
2204427.0,1,31.422,-92.2229
2204429.0,1,31.1097,-92.7313
2204435.0,1,30.8995,-92.5792
2204439.0,1,31.382,-92.2601
2204471.0,1,31.2958,-92.3041
2204480.0,1,31.136,-92.7158
2204481.0,1,31.4346,-92.2429
2204487.0,1,31.2963,-92.6516
2204490.0,1,30.9564,-92.7508
2204492.0,1,31.052,-92.5315
2204493.0,1,31.2732,-92.286
2204496.0,1,31.0483,-92.4508
2204501.0,1,31.4401,-92.2255
2204506.0,1,31.3427,-92.1441
2204512.0,1,30.9845,-92.6574
2204513.0,1,31.0531,-92.4385
2204514.0,1,31.284,-92.3021
2204520.0,1,31.1065,-92.8061
2204521.0,1,31.3972,-92.1959
2204533.0,1,31.3899,-92.2463
2204539.0,1,31.3033,-92.6546
2204541.0,1,30.9374,-92.5907
2204546.0,1,31.0894,-92.6953
2204551.0,1,31.3582,-92.23
2204552.0,1,31.3507,-92.7547
2204553.0,1,31.366,-92.7365
2204554.0,1,31.3575,-92.2678
2204560.0,1,31.4624,-92.2756
2204562.0,1,30.9697,-92.5871
2204563.0,1,31.0922,-92.7864
2204571.0,1,31.4009,-92.205
2204576.0,1,31.3995,-92.2565
2204577.0,1,31.3126,-92.1448
2204588.0,1,31.3658,-92.1367
2204594.0,1,31.3674,-92.7246
2204598.0,1,31.1317,-92.4507
2204599.0,1,30.9587,-92.6213
2204601.0,1,31.3599,-92.1767
2204608.0,1,31.3472,-92.2141
2204614.0,1,31.1113,-92.711
2204617.0,1,30.9521,-92.6604
2204620.0,1,31.2853,-92.6345
2204623.0,1,31.4009,-92.2009
2204624.0,1,31.2109,-92.2645
2204629.0,1,30.9527,-92.556
2204633.0,1,31.41,-92.8536
2204635.0,1,31.1965,-92.3063
2204648.0,1,31.363,-92.7593
2204650.0,1,31.0347,-92.7396
2204652.0,1,30.9373,-92.6383
2204653.0,1,31.1287,-92.6807
2204659.0,1,31.3233,-92.7235
2204662.0,1,31.3722,-92.7339
2204667.0,1,31.4114,-92.1795
2204679.0,1,31.2161,-92.376
2204687.0,1,31.0502,-92.5112
2204689.0,1,31.1343,-92.5015
2204694.0,1,31.4419,-92.1772
2204695.0,1,31.0405,-92.5027
2204696.0,1,31.0641,-92.6797
2204699.0,1,31.1105,-92.7246
2204719.0,1,30.9711,-92.5368
2204721.0,1,30.948,-92.5624
2204743.0,1,31.2827,-92.3295
2204744.0,1,30.9749,-92.5695
2204748.0,1,30.9523,-92.6203
2204749.0,1,31.0071,-92.4671
2204751.0,1,30.8952,-92.8145
2204762.0,1,31.283,-92.2949
2204764.0,1,31.4354,-92.8282
2204773.0,1,31.335,-92.1698
2204774.0,1,31.3486,-92.2518
2204778.0,1,31.0731,-92.4407
2204779.0,1,31.0754,-92.702
2204783.0,1,31.2245,-92.2447
2204784.0,1,31.284,-92.2518
2204791.0,1,31.4051,-92.1706
2204797.0,1,31.3908,-92.2425
2204798.0,1,31.1838,-92.2479
2204799.0,1,31.2839,-92.2617
2204805.0,1,30.9033,-92.5797
2204809.0,1,30.9271,-92.6046
2204810.0,1,31.1177,-92.7198
2204812.0,1,31.0403,-92.49
2204828.0,1,31.4058,-92.8691
2204833.0,1,31.3531,-92.1924
2204835.0,1,31.1299,-92.7916
2204843.0,1,31.3389,-92.1924
2204845.0,1,31.1696,-92.2386
2204848.0,1,31.3468,-92.2513
2204862.0,1,30.9534,-92.6014
2204866.0,1,31.3651,-92.1367
2204870.0,1,30.9662,-92.5844
2204874.0,1,31.282,-92.2638
2204913.0,1,32.2303,-93.3411
2204914.0,1,32.1656,-93.2421
2204916.0,1,32.2083,-93.248
2204917.0,1,31.9984,-93.2798
2204919.0,1,31.9966,-93.2106
2204920.0,1,32.2265,-93.4051
2204922.0,1,32.0699,-93.2021
2204924.0,1,32.2265,-93.2736
2204926.0,1,31.992,-93.1562
2204929.0,1,32.2159,-93.3624
2204932.0,1,32.0761,-93.2021
2204934.0,1,32.1738,-93.2823
2204935.0,1,32.1732,-93.3041
2204961.0,1,31.643,-93.6239
2205157.0,1,31.6507,-93.4738
2205158.0,1,31.7509,-93.5349
2205160.0,1,31.4819,-93.5593
2205165.0,1,31.5159,-93.2438
2205166.0,1,31.5773,-93.6878
2205167.0,1,31.2803,-93.6095
2205168.0,1,31.483,-93.5523
2205170.0,1,31.7747,-93.6515
2205171.0,1,31.7781,-93.5498
2205173.0,1,31.7826,-93.5284
2205175.0,1,31.6324,-93.7142
2205176.0,1,31.8363,-93.4856
2205177.0,1,31.5008,-93.6851
2205179.0,1,31.6553,-93.4727
2205181.0,1,31.4782,-93.3493
2205182.0,1,31.3691,-93.6267
2205183.0,1,31.6268,-93.3703
2205185.0,1,31.4863,-93.3727
2205187.0,1,31.4392,-93.5469
2205188.0,1,31.6625,-93.5631
2205189.0,1,31.4783,-93.3407
2205190.0,1,31.5169,-93.3792
2205191.0,1,31.7089,-93.5549
2205194.0,1,31.5231,-93.7188
2205195.0,1,31.8043,-93.6472
2205200.0,1,31.5049,-93.6051
2205203.0,1,31.7841,-93.6313
2205205.0,1,31.3363,-93.4364
2205207.0,1,31.6447,-93.6744
2205208.0,1,31.6609,-93.5542
2205209.0,1,31.3993,-93.6315
2205216.0,1,31.4134,-93.5943
2205218.0,1,31.8397,-93.4571
2205222.0,1,31.3506,-93.6007
2205223.0,1,31.7882,-93.6343
2205225.0,1,31.7843,-93.6345
2205227.0,1,31.4983,-93.3077
2205229.0,1,31.4246,-93.3691
2205232.0,1,31.4601,-93.4129
2205236.0,1,31.4617,-93.6548
2205238.0,1,31.4148,-93.4076
2205239.0,1,31.3887,-93.3573
2205240.0,1,31.3615,-93.4261
2205242.0,1,31.8175,-93.8273
2205246.0,1,31.6726,-93.4022
2205247.0,1,31.5725,-93.4057
2205248.0,1,31.5424,-93.685
2205250.0,1,31.8312,-93.8106
2205252.0,1,31.6369,-93.4172
2205256.0,1,31.4247,-93.6743
2205265.0,1,31.3784,-93.6099
2205267.0,1,31.2891,-93.5374
2205269.0,1,31.6448,-93.3608
2205274.0,1,31.4113,-93.2766
2205276.0,1,31.3874,-93.5953
2205279.0,1,31.3459,-93.6128
2205280.0,1,31.7126,-93.7678
2205281.0,1,31.4295,-93.6731
2205282.0,1,31.3349,-93.5594
2205283.0,1,31.6811,-93.7174
2205291.0,1,31.7838,-93.788
2205292.0,1,31.4444,-93.6016
2205295.0,1,31.7473,-93.6389
2205301.0,1,31.4813,-93.4114
2205303.0,1,31.7708,-93.4966
2205304.0,1,31.4395,-93.6279
2205305.0,1,31.3958,-93.4754
2205307.0,1,31.7828,-93.6238
2205310.0,1,31.4449,-93.6707
2205314.0,1,31.2955,-93.566
2205315.0,1,31.4137,-93.6069
2205318.0,1,31.7119,-93.3535
2205321.0,1,31.7134,-93.5191
2205322.0,1,31.76,-93.5339
2205323.0,1,31.6555,-93.6372
2205324.0,1,31.3971,-93.6153
2205327.0,1,31.333,-93.548
2205330.0,1,31.5914,-93.7134
2205331.0,1,31.4744,-93.6867
2205337.0,1,31.5394,-93.61
2205338.0,1,31.8359,-93.7948
2205344.0,1,31.3695,-93.3608
2205346.0,1,31.4318,-93.6057
2205348.0,1,31.6523,-93.4524
2205351.0,1,31.308,-93.5255
2205352.0,1,31.2972,-93.6018
2205356.0,1,31.7523,-93.6816
2205357.0,1,31.73,-93.5244
2205360.0,1,31.3462,-93.5384
2205361.0,1,31.7941,-93.6164
2205365.0,1,31.4362,-93.3541
2205366.0,1,31.5146,-93.5121
2205367.0,1,31.6222,-93.7137
2205368.0,1,31.4984,-93.668
2205369.0,1,31.6849,-93.6679
2205370.0,1,31.2294,-93.5697
2205373.0,1,31.4805,-93.5714
2205380.0,1,31.7254,-93.5181
2205381.0,1,31.4237,-93.5395
2205382.0,1,31.4202,-93.5295
2205384.0,1,31.6092,-93.3771
2205386.0,1,31.2258,-93.5601
2205391.0,1,31.7889,-93.6314
2205394.0,1,31.2973,-93.6069
2205395.0,1,31.5626,-93.7292
2205396.0,1,31.6371,-93.5223
2205397.0,1,31.5193,-93.6217
2205398.0,1,31.5856,-93.3915
2205401.0,1,31.7819,-93.6774
2205402.0,1,31.2844,-93.551
2205407.0,1,31.2563,-93.5605
2205411.0,1,31.2639,-93.5636
2205416.0,1,31.6266,-93.7315
2205417.0,1,31.6682,-93.536
2205422.0,1,31.2935,-93.5171
2205423.0,1,31.4155,-93.2989
2205425.0,1,31.4932,-93.6719
2205426.0,1,31.467,-93.6718
2205428.0,1,31.6711,-93.3857
2205431.0,1,31.6287,-93.447
2205435.0,1,31.4098,-93.6181
2205437.0,1,31.613,-93.7011
2205439.0,1,31.6121,-93.4177
2205441.0,1,31.8035,-93.4625
2205444.0,1,31.6435,-93.5308
2205446.0,1,31.6869,-93.4317
2205447.0,1,31.2724,-93.5587
2205448.0,1,31.8101,-93.5145
2205449.0,1,31.7125,-93.4039
2205451.0,1,31.3992,-93.6061
2205454.0,1,31.3081,-93.5044
2205455.0,1,31.7007,-93.6301
2205456.0,1,31.5377,-93.6257
2205457.0,1,31.2673,-93.5604
2205463.0,1,31.4467,-93.6217
2205464.0,1,31.5306,-93.54
2205469.0,1,31.5045,-93.6538
2205471.0,1,31.6155,-93.6634
2205474.0,1,31.5425,-93.6651
2205476.0,1,31.5294,-93.2375
2205478.0,1,31.3911,-93.3816
2205481.0,1,31.4479,-93.6649
2205485.0,1,31.6172,-93.5209
2205486.0,1,31.6944,-93.5213
2205487.0,1,31.6478,-93.6504
2205492.0,1,31.4895,-93.4492
2205495.0,1,31.6038,-93.6593
2205496.0,1,31.4592,-93.6691
2205499.0,1,31.4099,-93.5334
2205506.0,1,31.2899,-93.5594
2205508.0,1,31.6942,-93.4768
2205509.0,1,31.6942,-93.481
2205512.0,1,31.4861,-93.6457
2205513.0,1,31.4866,-93.6841
2205514.0,1,31.4611,-93.6524
2205515.0,1,31.7419,-93.448
2205517.0,1,31.3994,-93.5853
2205519.0,1,31.6233,-93.3938
2205523.0,1,31.4552,-93.6334
2205525.0,1,31.7165,-93.5002
2205526.0,1,31.7073,-93.4022
2205528.0,1,31.6109,-93.6464
2205530.0,1,31.4455,-93.4249
2205531.0,1,31.7002,-93.4023
2205533.0,1,31.4456,-93.6151
2205534.0,1,31.8435,-93.4816
2205536.0,1,31.6741,-93.5443
2205541.0,1,31.7092,-93.5022
2205543.0,1,31.4446,-93.4443
2205544.0,1,31.4462,-93.688
2205545.0,1,31.4396,-93.6812
2205546.0,1,31.4636,-93.6897
2205547.0,1,31.4649,-93.451
2205548.0,1,31.6224,-93.5107
2205549.0,1,31.5377,-93.6209
2205550.0,1,31.8364,-93.7946
2205551.0,1,31.2962,-93.5391
2205553.0,1,31.5898,-93.6287
2205554.0,1,31.3796,-93.3736
2205556.0,1,31.7272,-93.506
2205557.0,1,31.4765,-93.4649
2205559.0,1,31.6523,-93.39
2205560.0,1,31.5036,-93.3651
2205564.0,1,31.4452,-93.473
2205567.0,1,31.3182,-93.4326
2205569.0,1,31.6527,-93.541
2205570.0,1,31.5042,-93.5639
2205573.0,1,31.5186,-93.2906
2205574.0,1,31.4606,-93.5193
2205575.0,1,31.4459,-93.4705
2205577.0,1,31.7089,-93.5973
2205581.0,1,31.3936,-93.5049
2205582.0,1,31.4942,-93.6061
2205583.0,1,31.6522,-93.4894
2205585.0,1,31.4113,-93.523
2205586.0,1,31.7926,-93.4699
2205589.0,1,31.8216,-93.7113
2205590.0,1,31.4961,-93.4
2205591.0,1,31.5279,-93.5341
2205592.0,1,31.4989,-93.6248
2205593.0,1,31.3194,-93.604
2205600.0,1,31.5299,-93.3703
2205601.0,1,31.5012,-93.6606
2205603.0,1,31.4254,-93.3757
2205606.0,1,31.4587,-93.5384
2205608.0,1,31.3972,-93.611
2205609.0,1,31.5016,-93.6822
2205703.0,1,30.5254,-89.9848
2205704.0,1,30.5271,-89.9877
2205710.0,1,30.6612,-90.2266
2205714.0,1,30.549,-89.8809
2205728.0,1,30.6031,-90.1977
2205731.0,1,30.5498,-89.8794
2205740.0,1,30.5107,-89.9568
2205744.0,1,30.6703,-90.1891
2205774.0,1,30.6138,-90.2466
2205788.0,1,30.5498,-90.0169
2205792.0,1,30.5496,-90.0145
2205796.0,1,30.6304,-90.1615
2205801.0,1,30.5762,-90.1791
2205803.0,1,30.387,-89.8812
2205808.0,1,30.6771,-90.2193
2205813.0,1,30.6525,-90.159
2205815.0,1,30.653,-90.2012
2205817.0,1,30.4936,-89.8077
2205823.0,1,30.513,-89.8483
2205824.0,1,30.5139,-89.8442
2205840.0,1,30.429,-89.9022
2205841.0,1,30.593,-90.1731
2205845.0,1,30.491,-89.934
2205856.0,1,30.5597,-90.0201
2205858.0,1,30.5173,-89.9509
2205859.0,1,30.6936,-90.1991
2205861.0,1,30.6516,-90.216
2205867.0,1,30.4254,-89.9042
2205868.0,1,30.6771,-90.2198
2205877.0,1,30.6986,-90.2202
2205882.0,1,30.661,-90.2238
2205887.0,1,30.4285,-89.9042
2205897.0,1,30.5537,-89.987
2205901.0,1,30.608,-90.1933
2205904.0,1,30.4805,-89.9251
2205915.0,1,30.649,-90.0591
2205920.0,1,30.5829,-90.1254
2205928.0,1,30.5875,-90.2293
2205933.0,1,30.629,-90.0704
2205937.0,1,30.541,-89.8703
2205938.0,1,30.6313,-89.9784
2205944.0,1,30.4876,-89.9319
2205949.0,1,30.4881,-89.9276
2205954.0,1,30.4801,-89.9368
2205964.0,1,30.6394,-89.9725
2205970.0,1,30.6473,-89.8694
2205975.0,1,30.6474,-89.8743
2205980.0,1,30.6657,-90.0613
2205987.0,1,30.5885,-89.9844
2205996.0,1,30.5533,-90.2304
2205997.0,1,30.5334,-90.2193
2206000.0,1,30.604,-90.01
2206006.0,1,30.5663,-90.2077
2206009.0,1,30.589,-89.9677
2206013.0,1,30.6292,-89.9501
2206015.0,1,30.6314,-89.9982
2206021.0,1,30.4835,-89.9357
2206033.0,1,30.5469,-90.2322
2206037.0,1,30.5878,-89.9025
2206046.0,1,30.5998,-89.8942
2206052.0,1,30.5888,-90.1413
2206066.0,1,30.6815,-90.116
2206082.0,1,30.6045,-89.9001
2206083.0,1,30.5674,-89.8931
2206084.0,1,30.591,-90.2335
2206085.0,1,30.5733,-90.1427
2206095.0,1,30.6278,-90.0741
2206114.0,1,30.5382,-89.9922
2206122.0,1,30.5676,-90.0527
2206126.0,1,30.637,-90.1895
2206129.0,1,30.4796,-89.9353
2206141.0,1,30.5565,-90.1925
2206143.0,1,30.5826,-89.9922
2206149.0,1,30.5715,-90.0232
2206207.0,1,30.9034,-90.5059
2206210.0,1,30.9089,-90.4876
2206218.0,1,30.7244,-90.4336
2206221.0,1,30.9435,-90.4111
2206237.0,1,30.8065,-90.4263
2206266.0,1,30.8571,-90.4555
2206273.0,1,30.9975,-90.5122
2206278.0,1,30.4258,-90.3128
2206289.0,1,30.7862,-90.3687
2206331.0,1,30.5929,-90.3306
2206334.0,1,30.9403,-90.5306
2206335.0,1,30.4632,-90.3152
2206341.0,1,30.7824,-90.4498
2206346.0,1,30.8114,-90.3007
2206353.0,1,30.7561,-90.3959
2206354.0,1,30.9685,-90.3963
2206356.0,1,30.992,-90.4428
2206358.0,1,30.6034,-90.339
2206361.0,1,30.9057,-90.4881
2206369.0,1,30.6379,-90.3837
2206378.0,1,30.6559,-90.3229
2206405.0,1,30.5644,-90.2486
2206415.0,1,30.9872,-90.4436
2206417.0,1,30.656,-90.3239
2206420.0,1,30.9985,-90.4345
2206439.0,1,30.6909,-90.3449
2206441.0,1,30.9938,-90.3604
2206446.0,1,30.7827,-90.4324
2206447.0,1,30.6514,-90.3277
2206448.0,1,30.737,-90.4063
2206450.0,1,30.5955,-90.3502
2206452.0,1,30.9734,-90.5566
2206453.0,1,30.823,-90.5252
2206458.0,1,30.7411,-90.4252
2206469.0,1,30.7347,-90.4424
2206472.0,1,30.8377,-90.4039
2206474.0,1,30.8644,-90.5217
2206482.0,1,30.6511,-90.3367
2206488.0,1,30.8712,-90.3328
2206492.0,1,30.7857,-90.3055
2206506.0,1,30.8916,-90.4676
2206516.0,1,30.8594,-90.3688
2206519.0,1,30.9765,-90.3592
2206522.0,1,30.6548,-90.3309
2206523.0,1,30.8385,-90.3814
2206525.0,1,30.7706,-90.2946
2206535.0,1,30.7824,-90.2881
2206537.0,1,30.8267,-90.5163
2206555.0,1,30.4766,-90.3091
2206561.0,1,30.562,-90.3654
2206571.0,1,30.7718,-90.4272
2206574.0,1,30.9489,-90.5199
2206579.0,1,30.7531,-90.3401
2206580.0,1,30.9273,-90.5576
2206594.0,1,30.7969,-90.4302
2206597.0,1,30.6381,-90.3053
2206599.0,1,30.9302,-90.5608
2206603.0,1,30.8736,-90.3392
2206605.0,1,30.7186,-90.3593
2206610.0,1,30.5124,-90.3447
2206616.0,1,30.9255,-90.4207
2206624.0,1,30.6512,-90.3048
2206635.0,1,30.7248,-90.2676
2206638.0,1,30.4609,-90.3189
2206640.0,1,30.6229,-90.3562
2206646.0,1,30.8706,-90.4363
2206655.0,1,30.9808,-90.3932
2206662.0,1,30.9265,-90.532
2206664.0,1,30.9283,-90.5547
2206670.0,1,30.4728,-90.3114
2206673.0,1,30.9395,-90.5319
2206675.0,1,30.7464,-90.3657
2206685.0,1,30.9886,-90.4424
2206700.0,1,30.6228,-90.3529
2206714.0,1,30.5692,-90.3711
2206718.0,1,30.8338,-90.518
2206721.0,1,30.5551,-90.3405
2206722.0,1,30.641,-90.3875
2206723.0,1,30.7751,-90.4255
2206731.0,1,30.8537,-90.3262
2206741.0,1,30.9577,-90.3511
2206757.0,1,30.4766,-90.3059
2206758.0,1,30.8778,-90.4186
2206762.0,1,30.9954,-90.541
2206766.0,1,30.5289,-90.3241
2206768.0,1,30.6954,-90.3522
2206784.0,1,30.4735,-90.3246
2206841.0,1,32.6594,-92.2055
2206842.0,1,32.8162,-92.7326
2206845.0,1,32.7864,-92.2717
2206852.0,1,32.5881,-92.3346
2206855.0,1,32.9919,-92.5237
2206857.0,1,32.9193,-92.5066
2206861.0,1,32.6281,-92.2967
2206865.0,1,32.8823,-92.1497
2206866.0,1,32.743,-92.548
2206868.0,1,32.923,-92.4122
2206871.0,1,32.7877,-92.2588
2206880.0,1,32.6979,-92.3998
2206881.0,1,32.8426,-92.2741
2206882.0,1,32.7457,-92.3213
2206883.0,1,32.9954,-92.4936
2206884.0,1,32.6861,-92.1825
2206889.0,1,32.6861,-92.291
2206891.0,1,32.8077,-92.5378
2206893.0,1,32.6499,-92.3542
2206894.0,1,32.8566,-92.4817
2206897.0,1,32.8352,-92.5655
2206898.0,1,32.8526,-92.6457
2206899.0,1,32.6716,-92.3181
2206901.0,1,32.7699,-92.5987
2206904.0,1,32.6635,-92.3396
2206907.0,1,32.6792,-92.3871
2206908.0,1,32.9188,-92.1579
2206909.0,1,32.8463,-92.1315
2206912.0,1,32.6609,-92.4128
2206913.0,1,32.7297,-92.2877
2206914.0,1,32.8364,-92.4818
2206918.0,1,32.8686,-92.4441
2206925.0,1,32.9781,-92.4508
2206927.0,1,32.6836,-92.5039
2206929.0,1,32.6508,-92.3697
2206933.0,1,32.7944,-92.6542
2206935.0,1,32.69,-92.4084
2206936.0,1,32.9884,-92.1876
2206941.0,1,32.7651,-92.2757
2206948.0,1,32.9659,-92.2141
2206958.0,1,32.7185,-92.2531
2206961.0,1,32.7807,-92.3049
2206962.0,1,32.8149,-92.5978
2206964.0,1,32.7877,-92.2545
2206965.0,1,32.6362,-92.3785
2206966.0,1,32.7348,-92.4861
2206969.0,1,32.8761,-92.2453
2206970.0,1,32.8456,-92.2575
2206971.0,1,32.8958,-92.6715
2206978.0,1,32.923,-92.5054
2206979.0,1,32.6316,-92.2751
2206981.0,1,32.8139,-92.5079
2206984.0,1,32.6608,-92.3353
2206988.0,1,32.7117,-92.0863
2206991.0,1,32.8486,-92.7019
2206992.0,1,32.6872,-92.3097
2206997.0,1,32.668,-92.3161
2206998.0,1,32.7793,-92.6286
2207001.0,1,32.9659,-92.2727
2207004.0,1,32.7621,-92.6672
2207005.0,1,32.6566,-92.3523
2207010.0,1,32.788,-92.3176
2207012.0,1,32.6764,-92.1441
2207013.0,1,32.8871,-92.1293
2207014.0,1,32.8871,-92.2842
2207017.0,1,33.0108,-92.5496
2207018.0,1,32.6942,-92.2074
2207021.0,1,32.8013,-92.2408
2207022.0,1,32.7187,-92.4468
2207024.0,1,32.9052,-92.4642
2207026.0,1,32.6948,-92.4245
2207033.0,1,32.7874,-92.2689
2207039.0,1,32.7617,-92.6828
2207040.0,1,32.9384,-92.5803
2207050.0,1,32.8212,-92.5622
2207053.0,1,32.679,-92.3534
2207055.0,1,32.6305,-92.313
2207056.0,1,32.8329,-92.1717
2207057.0,1,32.723,-92.1778
2207059.0,1,32.6833,-92.2016
2207061.0,1,32.791,-92.2589
2207065.0,1,32.9004,-92.1374
2207068.0,1,32.8199,-92.5547
2207071.0,1,32.6783,-92.3155
2207075.0,1,32.802,-92.6285
2207080.0,1,32.716,-92.4773
2207081.0,1,32.8524,-92.1499
2207083.0,1,32.7123,-92.2456
2207086.0,1,32.7162,-92.5095
2207087.0,1,32.9649,-92.2534
2207090.0,1,32.6399,-92.3181
2207091.0,1,32.6902,-92.4032
2207098.0,1,32.9707,-92.6447
2207101.0,1,32.974,-92.618
2207102.0,1,32.9331,-92.2218
2207104.0,1,32.7967,-92.2812
2207106.0,1,32.8335,-92.631
2207109.0,1,32.7123,-92.4687
2207111.0,1,32.6099,-92.3226
2207113.0,1,32.9531,-92.7181
2207115.0,1,32.6753,-92.2621
2207116.0,1,32.9163,-92.668
2207122.0,1,32.6034,-92.2752
2207125.0,1,32.6135,-92.2967
2207128.0,1,32.8341,-92.2967
2207131.0,1,32.6863,-92.4675
2207132.0,1,32.9845,-92.1623
2207133.0,1,32.9043,-92.5471
2207134.0,1,32.7974,-92.6168
2207135.0,1,32.6281,-92.3096
2207138.0,1,32.869,-92.655
2207140.0,1,32.7722,-92.719
2207142.0,1,32.6426,-92.3278
2207146.0,1,33.003,-92.6252
2207147.0,1,32.8063,-92.5764
2207148.0,1,32.9856,-92.5725
2207149.0,1,32.9923,-92.4855
2207151.0,1,32.8028,-92.2953
2207153.0,1,32.8206,-92.1253
2207154.0,1,32.7614,-92.719
2207161.0,1,32.8509,-92.4913
2207162.0,1,32.5955,-92.4044
2207163.0,1,32.6861,-92.165
2207165.0,1,32.7498,-92.5333
2207172.0,1,32.7261,-92.4632
2207173.0,1,32.8283,-92.6296
2207174.0,1,32.8646,-92.5507
2207176.0,1,32.8555,-92.265
2207177.0,1,32.8463,-92.1946
2207179.0,1,32.8716,-92.2874
2207181.0,1,32.9386,-92.7208
2207183.0,1,32.8211,-92.1328
2207185.0,1,32.705,-92.3997
2207189.0,1,32.9981,-92.4764
2207191.0,1,32.668,-92.3135
2207193.0,1,32.8708,-92.161
2207194.0,1,32.9954,-92.4496
2207195.0,1,32.967,-92.3869
2207196.0,1,32.8613,-92.3264
2207197.0,1,32.9891,-92.5034
2207201.0,1,32.9008,-92.3962
2207241.0,1,31.2603,-93.4815
2207244.0,1,31.2421,-93.4503
2207247.0,1,31.3543,-93.1699
2207254.0,1,30.8994,-93.0935
